OMRÅDE;YDELSESART;TID;INDHOLD
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2001M09 2001M09;380
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2001M10 2001M10;410
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2001M11 2001M11;429
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2001M12 2001M12;418
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2002M01 2002M01;420
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2002M02 2002M02;438
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2002M03 2002M03;428
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2002M04 2002M04;428
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2002M05 2002M05;445
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2002M06 2002M06;452
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2002M07 2002M07;410
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2002M08 2002M08;425
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2002M09 2002M09;417
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2002M10 2002M10;445
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2002M11 2002M11;422
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2002M12 2002M12;393
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2003M01 2003M01;426
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2003M02 2003M02;443
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2003M03 2003M03;447
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2003M04 2003M04;431
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2003M05 2003M05;419
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2003M06 2003M06;406
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2003M07 2003M07;401
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2003M08 2003M08;388
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2003M09 2003M09;426
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2003M10 2003M10;428
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2003M11 2003M11;412
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2003M12 2003M12;426
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2004M01 2004M01;345
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2004M02 2004M02;401
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2004M03 2004M03;426
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2004M04 2004M04;390
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2004M05 2004M05;381
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2004M06 2004M06;419
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2004M07 2004M07;387
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2004M08 2004M08;377
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2004M09 2004M09;380
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2004M10 2004M10;401
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2004M11 2004M11;409
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2004M12 2004M12;399
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2005M01 2005M01;394
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2005M02 2005M02;427
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2005M03 2005M03;431
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2005M04 2005M04;422
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2005M05 2005M05;403
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2005M06 2005M06;422
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2005M07 2005M07;403
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2005M08 2005M08;390
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2005M09 2005M09;396
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2005M10 2005M10;422
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2005M11 2005M11;409
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2005M12 2005M12;413
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2006M01 2006M01;388
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2006M02 2006M02;422
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2006M03 2006M03;421
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2006M04 2006M04;388
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2006M05 2006M05;415
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2006M06 2006M06;422
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2006M07 2006M07;378
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2006M08 2006M08;391
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2006M09 2006M09;393
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2006M10 2006M10;402
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2006M11 2006M11;416
421 Assens;TOT Modtagere af kontanthjælp mv. i alt;2006M12 2006M12;417
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1994M01 1994M01;267
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1994M02 1994M02;236
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1994M03 1994M03;276
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1994M04 1994M04;258
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1994M05 1994M05;241
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1994M06 1994M06;238
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1994M07 1994M07;243
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1994M08 1994M08;226
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1994M09 1994M09;222
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1994M10 1994M10;186
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1994M11 1994M11;225
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1994M12 1994M12;230
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1995M01 1995M01;212
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1995M02 1995M02;204
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1995M03 1995M03;215
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1995M04 1995M04;206
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1995M05 1995M05;202
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1995M06 1995M06;176
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1995M07 1995M07;198
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1995M08 1995M08;185
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1995M09 1995M09;184
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1995M10 1995M10;201
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1995M11 1995M11;215
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1995M12 1995M12;226
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1996M01 1996M01;186
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1996M02 1996M02;219
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1996M03 1996M03;209
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1996M04 1996M04;192
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1996M05 1996M05;222
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1996M06 1996M06;203
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1996M07 1996M07;217
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1996M08 1996M08;212
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1996M09 1996M09;235
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1996M10 1996M10;215
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1996M11 1996M11;225
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1996M12 1996M12;232
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1997M01 1997M01;237
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1997M02 1997M02;198
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1997M03 1997M03;227
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1997M04 1997M04;217
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1997M05 1997M05;226
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1997M06 1997M06;230
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1997M07 1997M07;216
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1997M08 1997M08;212
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1997M09 1997M09;214
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1997M10 1997M10;218
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1997M11 1997M11;226
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1997M12 1997M12;244
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1998M01 1998M01;192
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1998M02 1998M02;222
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1998M03 1998M03;215
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1998M04 1998M04;232
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1998M05 1998M05;234
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1998M06 1998M06;229
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1998M07 1998M07;232
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1998M08 1998M08;204
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1998M09 1998M09;197
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1998M10 1998M10;195
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1998M11 1998M11;205
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1998M12 1998M12;218
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1999M01 1999M01;210
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1999M02 1999M02;198
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1999M03 1999M03;205
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1999M04 1999M04;185
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1999M05 1999M05;199
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1999M06 1999M06;191
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1999M07 1999M07;182
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1999M08 1999M08;186
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1999M09 1999M09;204
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1999M10 1999M10;191
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1999M11 1999M11;215
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;1999M12 1999M12;225
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2000M01 2000M01;212
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2000M02 2000M02;203
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2000M03 2000M03;207
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2000M04 2000M04;185
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2000M05 2000M05;192
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2000M06 2000M06;188
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2000M07 2000M07;179
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2000M08 2000M08;183
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2000M09 2000M09;174
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2000M10 2000M10;189
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2000M11 2000M11;203
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2000M12 2000M12;215
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2001M01 2001M01;189
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2001M02 2001M02;198
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2001M03 2001M03;198
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2001M04 2001M04;205
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2001M05 2001M05;200
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2001M06 2001M06;198
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2001M07 2001M07;197
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2001M08 2001M08;193
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2001M09 2001M09;204
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2001M10 2001M10;217
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2001M11 2001M11;203
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2001M12 2001M12;200
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2002M01 2002M01;177
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2002M02 2002M02;189
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2002M03 2002M03;190
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2002M04 2002M04;196
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2002M05 2002M05;191
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2002M06 2002M06;185
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2002M07 2002M07;182
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2002M08 2002M08;183
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2002M09 2002M09;197
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2002M10 2002M10;188
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2002M11 2002M11;198
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2002M12 2002M12;192
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2003M01 2003M01;185
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2003M02 2003M02;198
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2003M03 2003M03;192
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2003M04 2003M04;193
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2003M05 2003M05;191
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2003M06 2003M06;191
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2003M07 2003M07;179
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2003M08 2003M08;183
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2003M09 2003M09;216
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2003M10 2003M10;196
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2003M11 2003M11;194
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2003M12 2003M12;218
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2004M01 2004M01;201
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2004M02 2004M02;188
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2004M03 2004M03;199
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2004M04 2004M04;186
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2004M05 2004M05;174
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2004M06 2004M06;172
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2004M07 2004M07;161
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2004M08 2004M08;170
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2004M09 2004M09;186
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2004M10 2004M10;186
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2004M11 2004M11;189
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2004M12 2004M12;193
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2005M01 2005M01;186
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2005M02 2005M02;208
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2005M03 2005M03;228
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2005M04 2005M04;229
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2005M05 2005M05;190
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2005M06 2005M06;221
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2005M07 2005M07;204
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2005M08 2005M08;180
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2005M09 2005M09;207
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2005M10 2005M10;206
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2005M11 2005M11;205
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2005M12 2005M12;199
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2006M01 2006M01;198
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2006M02 2006M02;213
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2006M03 2006M03;222
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2006M04 2006M04;193
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2006M05 2006M05;220
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2006M06 2006M06;203
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2006M07 2006M07;197
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2006M08 2006M08;188
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2006M09 2006M09;226
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2006M10 2006M10;219
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2006M11 2006M11;215
423 Bogense;TOT Modtagere af kontanthjælp mv. i alt;2006M12 2006M12;210
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1994M01 1994M01;173
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1994M02 1994M02;174
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1994M03 1994M03;171
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1994M04 1994M04;183
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1994M05 1994M05;166
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1994M06 1994M06;169
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1994M07 1994M07;171
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1994M08 1994M08;155
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1994M09 1994M09;162
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1994M10 1994M10;146
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1994M11 1994M11;154
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1994M12 1994M12;169
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1995M01 1995M01;166
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1995M02 1995M02;162
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1995M03 1995M03;167
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1995M04 1995M04;171
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1995M05 1995M05;150
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1995M06 1995M06;165
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1995M07 1995M07;164
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1995M08 1995M08;147
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1995M09 1995M09;151
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1995M10 1995M10;146
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1995M11 1995M11;132
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1995M12 1995M12;144
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1996M01 1996M01;147
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1996M02 1996M02;134
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1996M03 1996M03;141
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1996M04 1996M04;131
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1996M05 1996M05;139
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1996M06 1996M06;135
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1996M07 1996M07;139
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1996M08 1996M08;127
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1996M09 1996M09;134
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1996M10 1996M10;137
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1996M11 1996M11;141
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1996M12 1996M12;138
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1997M01 1997M01;139
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1997M02 1997M02;142
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1997M03 1997M03;127
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1997M04 1997M04;133
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1997M05 1997M05;139
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1997M06 1997M06;125
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1997M07 1997M07;119
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1997M08 1997M08;105
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1997M09 1997M09;142
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1997M10 1997M10;124
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1997M11 1997M11;142
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1997M12 1997M12;134
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1998M01 1998M01;139
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1998M02 1998M02;142
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1998M03 1998M03;136
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1998M04 1998M04;133
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1998M05 1998M05;151
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1998M06 1998M06;137
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1998M07 1998M07;151
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1998M08 1998M08;104
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1998M09 1998M09;112
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1998M10 1998M10;125
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1998M11 1998M11;107
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1998M12 1998M12;136
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1999M01 1999M01;139
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1999M02 1999M02;120
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1999M03 1999M03;120
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1999M04 1999M04;120
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1999M05 1999M05;114
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1999M06 1999M06;134
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1999M07 1999M07;131
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1999M08 1999M08;134
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1999M09 1999M09;134
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1999M10 1999M10;133
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1999M11 1999M11;136
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;1999M12 1999M12;180
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2000M01 2000M01;139
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2000M02 2000M02;142
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2000M03 2000M03;132
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2000M04 2000M04;125
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2000M05 2000M05;131
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2000M06 2000M06;134
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2000M07 2000M07;120
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2000M08 2000M08;118
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2000M09 2000M09;121
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2000M10 2000M10;133
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2000M11 2000M11;140
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2000M12 2000M12;145
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2001M01 2001M01;138
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2001M02 2001M02;149
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2001M03 2001M03;150
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2001M04 2001M04;126
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2001M05 2001M05;146
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2001M06 2001M06;124
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2001M07 2001M07;123
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2001M08 2001M08;114
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2001M09 2001M09;114
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2001M10 2001M10;117
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2001M11 2001M11;128
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2001M12 2001M12;118
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2002M01 2002M01;108
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2002M02 2002M02;109
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2002M03 2002M03;121
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2002M04 2002M04;110
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2002M05 2002M05;119
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2002M06 2002M06;94
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2002M07 2002M07;105
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2002M08 2002M08;104
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2002M09 2002M09;104
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2002M10 2002M10;103
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2002M11 2002M11;127
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2002M12 2002M12;102
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2003M01 2003M01;113
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2003M02 2003M02;130
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2003M03 2003M03;127
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2003M04 2003M04;125
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2003M05 2003M05;137
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2003M06 2003M06;135
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2003M07 2003M07;136
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2003M08 2003M08;147
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2003M09 2003M09;130
